timesteps,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
26,1622.0565,2375.9263,3179.081,4000.4888,4848.0137,5712.514,6587.007,7466.463,8354.591,9254.055,10170.151,11093.625,12031.946,12964.11,13922.635,14892.153,15883.253,16894.049,17926.121,18968.963,20012.781,21083.566,22137.398,23201.475,24266.918,25366.914,26477.324,27601.242,28746.283,29895.852,31072.031,32256.385,33477.19,34708.875,35945.484,37210.04,38494.168,39802.953,41136.754,42478.723,43848.035,45234.934,46651.164,48097.73,49566.92,51069.383,52600.383,54160.453,55747.996,57362.78,59005.684,60679.348,62402.613,64164.94,65977.57,67817.93,69684.58,71622.97,73601.49,75651.61,77774.81,79947.195,82182.84,84488.82,86902.62,89376.734,91947.695,94609.12,97403.234,100291.56,103318.0,106458.7,109736.06,113182.32,116771.93,120522.97,124480.555,128613.3,132947.88,137504.7,142346.06,147386.19,152746.97,158448.22,164540.45,171107.27,178113.36,185749.92,194030.98,203121.45,213263.95,224454.36,236898.9,250807.06,266693.5,285015.97,306706.47,333358.3,368389.16,414703.12
27,1688.4417,2437.7505,3197.971,3994.1013,4778.67,5600.8403,6416.935,7243.401,8084.4272,8942.612,9802.65,10682.835,11574.68,12477.324,13397.707,14330.163,15278.027,16239.397,17215.295,18211.955,19215.857,20256.668,21287.164,22334.12,23407.486,24494.236,25606.816,26714.146,27829.05,29007.76,30192.281,31374.287,32597.64,33828.285,35072.65,36341.074,37639.54,38945.348,40264.4,41587.12,42944.64,44332.156,45751.086,47198.98,48692.273,50192.484,51720.215,53262.8,54842.906,56469.176,58072.996,59749.008,61463.71,63242.7,65050.805,66887.8,68801.84,70744.34,72769.58,74861.49,77012.266,79244.29,81503.59,83881.68,86338.01,88867.586,91519.99,94202.99,97004.26,99946.586,103021.09,106211.74,109512.05,112969.125,116583.67,120379.914,124328.336,128465.28,132789.5,137357.14,142165.77,147256.6,152632.34,158318.34,164376.9,170881.34,177812.69,185346.4,193530.27,202507.69,212553.98,223866.84,236669.56,251378.78,268486.44,288588.03,312401.3,341673.22,378870.34,430217.78
28,1630.9922,2349.4744,3079.7366,3833.6736,4597.2217,5365.2188,6128.002,6910.095,7709.421,8528.845,9356.264,10198.456,11055.32,11921.031,12802.6875,13707.014,14626.937,15564.132,16508.396,17476.986,18460.266,19455.938,20457.445,21492.033,22549.799,23621.686,24717.059,25842.943,26993.59,28160.684,29350.89,30554.254,31793.004,33046.71,34324.72,35616.74,36944.746,38298.785,39653.47,41046.293,42462.555,43887.49,45341.402,46829.496,48338.21,49872.164,51440.047,53027.996,54658.457,56320.71,58015.96,59753.945,61514.52,63315.207,65142.21,67034.53,68982.05,70958.63,73004.69,75101.31,77258.766,79483.305,81775.69,84141.88,86598.7,89139.82,91751.91,94457.99,97280.49,100206.06,103265.25,106451.72,109798.51,113294.27,116974.516,120802.03,124832.69,129067.14,133513.4,138170.75,143094.84,148285.2,153760.52,159597.78,165764.88,172393.16,179526.25,187138.27,195500.77,204633.84,214694.56,225782.64,238010.61,251640.36,267182.47,285042.1,306020.0,332299.34,366762.5,413061.22
29,1662.6381,2490.1675,3322.9087,4157.34,5032.4546,5909.702,6805.763,7711.1865,8639.383,9556.104,10480.356,11440.641,12394.369,13367.082,14364.833,15369.178,16403.174,17453.383,18501.174,19570.496,20668.89,21791.586,22910.227,24051.574,25216.191,26395.5,27616.365,28852.078,30100.045,31356.215,32633.861,33949.652,35277.85,36621.81,37994.19,39364.117,40742.71,42160.156,43598.21,45061.312,46554.77,48070.312,49598.305,51130.758,52693.79,54280.938,55892.707,57525.03,59184.492,60867.676,62605.156,64372.95,66190.16,68042.695,69949.945,71911.94,73924.164,75984.05,78108.2,80295.95,82525.65,84848.94,87250.42,89708.305,92252.07,94886.38,97597.055,100416.54,103312.53,106337.79,109496.02,112770.49,116210.375,119799.86,123561.14,127478.85,131618.69,135982.78,140526.81,145339.36,150458.97,155852.28,161587.98,167684.83,174231.72,181208.66,188766.75,196884.66,205730.56,215385.14,226179.47,238098.36,251447.48,266490.66,283622.22,303173.38,325950.88,353484.53,388439.34,435243.88
30,1701.2075,2500.9944,3304.0066,4116.1978,4939.1636,5780.324,6633.284,7485.8105,8367.064,9252.571,10156.857,11076.462,12005.834,12949.47,13906.559,14881.744,15853.593,16858.22,17850.725,18875.703,19918.79,20974.494,22003.324,23067.338,24107.691,25201.557,26294.158,27439.795,28574.145,29710.633,30862.717,32023.217,33273.8,34537.45,35785.992,37075.383,38390.82,39711.613,41045.03,42403.73,43805.914,45234.574,46690.71,48201.37,49724.785,51300.285,52928.69,54561.145,56222.88,57892.383,59580.043,61311.18,63091.95,64925.23,66791.21,68720.2,70698.83,72721.78,74832.3,77016.28,79255.42,81566.984,83936.04,86364.53,88878.47,91482.766,94190.44,96990.766,99906.375,102957.94,106089.43,109393.33,112796.17,116348.8,120035.51,123897.57,127937.92,132149.55,136615.2,141257.25,146241.58,151437.14,156982.9,162816.28,169073.27,175706.97,182915.67,190670.7,199019.3,208103.03,218277.89,229632.61,242399.17,257158.67,274027.12,293994.9,317664.47,346198.97,382317.03,431463.03
31,1657.5546,2429.448,3220.608,4036.5056,4865.4614,5704.6514,6554.5635,7418.9126,8290.129,9180.316,10059.239,10972.544,11859.636,12795.102,13730.057,14675.383,15647.373,16631.238,17615.832,18609.59,19647.2,20690.352,21765.066,22828.557,23925.184,25040.71,26205.662,27349.48,28529.54,29719.906,30924.18,32145.385,33380.996,34643.375,35931.723,37274.812,38600.598,39968.953,41362.273,42772.01,44223.324,45700.406,47196.098,48717.246,50259.754,51811.254,53389.848,55000.008,56649.824,58309.668,60036.066,61781.625,63554.332,65353.168,67188.08,69062.445,71002.234,72967.52,75003.76,77091.26,79255.06,81485.625,83770.04,86134.48,88597.24,91136.87,93778.984,96512.55,99355.51,102348.93,105459.37,108715.18,112154.65,115733.02,119440.3,123365.05,127453.266,131756.62,136312.25,141062.66,146136.19,151477.83,157106.89,163084.61,169495.78,176351.3,183758.72,191673.81,200273.16,209663.66,220061.95,231760.64,244762.0,259475.33,276201.66,294986.6,316985.53,343088.94,375973.62,421306.7
32,1652.9446,2510.291,3384.9084,4258.285,5142.8154,6038.853,6952.6333,7873.3545,8812.814,9759.257,10699.891,11669.643,12630.051,13588.468,14581.434,15585.271,16586.803,17634.338,18664.484,19746.28,20840.574,21961.943,23113.377,24281.785,25471.309,26685.236,27921.234,29177.783,30460.74,31765.691,33095.117,34435.4,35801.18,37180.715,38585.617,40002.977,41421.17,42842.547,44300.258,45777.09,47284.355,48794.52,50324.855,51874.83,53440.383,55032.164,56643.855,58273.793,59931.21,61613.48,63316.37,65063.16,66836.51,68656.52,70506.234,72419.19,74361.94,76371.03,78425.99,80544.65,82718.64,84967.08,87281.73,89677.31,92144.39,94688.086,97337.89,100091.41,102931.984,105895.56,109008.484,112254.24,115670.484,119220.33,122967.22,126910.516,131057.36,135426.86,140020.64,144883.58,150020.11,155505.06,161278.84,167431.73,174030.9,181027.66,188519.3,196516.95,205086.12,214293.19,224456.7,235716.31,248235.95,262234.4,277986.47,296263.22,317286.8,342845.53,375763.7,419504.7
33,1658.5479,2452.7036,3248.1936,4043.9448,4857.0044,5675.6426,6508.027,7354.696,8205.336,9083.493,9962.66,10852.469,11749.779,12676.758,13609.491,14563.148,15534.892,16512.863,17507.121,18517.45,19548.996,20604.498,21676.953,22781.176,23895.84,25023.174,26163.26,27328.617,28517.312,29728.51,30973.777,32249.918,33551.11,34870.562,36203.906,37569.07,38956.047,40372.246,41802.668,43256.574,44720.164,46204.484,47731.71,49266.9,50837.387,52429.332,54054.848,55700.863,57351.547,59043.945,60768.035,62519.133,64311.023,66151.69,68031.52,69958.05,71943.08,73976.266,76060.5,78205.29,80419.49,82686.51,85035.81,87436.14,89938.195,92505.516,95160.72,97914.04,100782.31,103753.44,106841.6,110080.43,113416.72,116900.945,120534.99,124353.3,128329.13,132501.42,136922.56,141533.4,146439.39,151616.83,157107.55,162933.5,169153.36,175856.3,182987.7,190782.4,199204.08,208528.17,218790.7,230157.39,242851.4,257198.62,273570.03,292420.16,314494.56,341279.6,376194.84,422974.38
34,1588.3834,2415.8755,3265.7424,4120.107,4985.5166,5851.4727,6733.2725,7631.9297,8539.955,9453.043,10393.881,11329.473,12296.868,13276.626,14269.245,15278.649,16312.577,17363.771,18434.414,19516.639,20613.773,21728.08,22853.322,24007.846,25168.516,26355.256,27552.604,28770.314,30002.514,31255.697,32520.248,33807.543,35119.07,36445.95,37793.254,39153.47,40535.492,41948.06,43378.457,44831.39,46317.75,47816.92,49349.227,50911.754,52489.22,54101.184,55737.766,57415.395,59130.375,60886.293,62669.12,64495.43,66362.66,68271.09,70230.75,72238.016,74295.61,76410.74,78601.75,80833.42,83128.58,85517.37,87993.586,90544.3,93170.96,95891.25,98728.42,101641.08,104677.33,107817.06,111100.234,114492.586,118027.17,121726.94,125606.33,129618.28,133856.45,138308.23,142999.64,147935.47,153102.78,158572.36,164426.88,170598.44,177220.78,184285.02,191862.06,200060.88,208944.62,218638.08,229284.25,241029.64,254050.88,268617.44,284937.25,303524.5,324954.5,350879.12,383764.16,428515.78
35,1734.1757,2568.242,3427.2358,4299.1045,5178.151,6078.5234,6998.0503,7924.2554,8857.172,9819.174,10772.035,11742.576,12719.544,13710.015,14711.043,15719.091,16755.768,17789.102,18849.473,19914.482,20988.92,22087.348,23184.943,24315.365,25458.543,26612.47,27792.842,29008.367,30225.96,31475.773,32743.898,34014.992,35286.875,36571.07,37869.836,39196.047,40548.043,41928.77,43310.32,44699.25,46099.457,47532.67,48977.926,50453.36,51936.453,53458.105,55004.867,56567.297,58156.707,59782.305,61436.477,63142.594,64870.457,66660.92,68490.16,70352.13,72254.97,74224.57,76246.19,78318.78,80471.44,82668.31,84938.93,87287.414,89713.66,92229.11,94827.57,97539.84,100366.516,103296.56,106391.44,109608.586,112967.93,116451.234,120153.25,124051.63,128109.93,132371.61,136863.92,141636.92,146677.53,152026.94,157702.27,163780.14,170263.47,177162.67,184581.89,192615.47,201207.69,210627.03,220908.6,232314.73,245178.47,259617.55,276031.06,294819.03,316763.62,343036.9,376746.12,422279.4
36,1654.6472,2429.467,3230.6077,4032.529,4841.672,5674.484,6513.2886,7360.9775,8229.312,9088.437,9980.951,10887.063,11802.471,12732.26,13671.932,14629.476,15600.911,16586.637,17591.71,18615.246,19653.191,20706.092,21793.166,22889.438,24011.387,25157.268,26332.129,27515.459,28719.182,29950.049,31210.615,32472.451,33749.668,35040.504,36339.07,37660.133,38997.72,40350.055,41728.242,43126.664,44558.875,46032.332,47524.34,49038.547,50568.324,52129.43,53720.207,55323.6,56965.695,58646.523,60348.16,62098.363,63889.355,65713.06,67599.63,69527.49,71503.79,73541.33,75635.56,77784.81,79994.67,82283.57,84633.5,87085.65,89597.04,92203.234,94932.33,97760.63,100677.59,103727.85,106919.97,110241.69,113685.23,117247.266,120994.62,124907.52,128994.04,133258.94,137723.1,142392.05,147373.2,152613.42,158146.9,163979.23,170295.75,177053.22,184331.64,192244.05,201000.08,210714.94,221359.47,233320.06,246827.34,262337.7,280282.97,301589.0,327513.6,360244.9,404957.72,469498.1
37,1636.3855,2501.917,3383.5752,4282.815,5181.693,6099.4673,7013.24,7895.2334,8856.027,9830.566,10818.084,11822.665,12811.906,13846.492,14882.781,15941.549,16993.928,18065.998,19149.22,20257.602,21372.62,22493.404,23641.03,24807.666,26022.215,27231.414,28471.29,29713.52,30996.443,32297.506,33616.438,34953.34,36334.5,37719.99,39123.168,40529.543,41963.695,43412.195,44853.79,46329.133,47832.324,49355.305,50903.39,52476.527,54060.465,55646.035,57248.527,58882.457,60537.72,62217.39,63926.215,65668.84,67437.89,69253.91,71121.57,73007.88,74937.39,76917.73,78955.09,81055.83,83213.6,85434.85,87734.266,90122.21,92573.42,95104.086,97734.59,100474.02,103332.39,106312.52,109436.21,112712.836,116151.445,119748.414,123491.32,127446.39,131634.03,136001.8,140618.48,145483.69,150622.44,156042.2,161787.66,167879.22,174259.66,181030.66,188157.42,195731.34,203882.45,212673.92,222301.97,233017.92,244894.5,258273.55,273149.72,290015.47,309621.16,332780.72,361962.8,399791.6
38,1694.0126,2564.995,3452.856,4364.7495,5286.5454,6229.789,7198.103,8167.891,9150.125,10141.041,11141.3125,12149.683,13163.262,14182.816,15211.228,16270.484,17355.371,18444.357,19565.139,20705.324,21859.816,23039.877,24230.994,25452.963,26663.738,27877.81,29081.332,30305.725,31537.23,32781.35,34022.41,35278.188,36538.777,37821.477,39114.008,40440.453,41784.316,43130.355,44508.11,45916.812,47344.44,48787.53,50268.07,51769.344,53292.98,54852.84,56442.137,58057.35,59709.234,61389.754,63089.938,64820.164,66597.125,68425.14,70274.516,72179.05,74149.266,76154.72,78213.37,80319.49,82513.305,84746.375,87041.39,89431.64,91895.25,94447.04,97089.56,99817.52,102653.03,105603.03,108695.164,111916.125,115314.05,118831.15,122513.33,126373.92,130436.24,134690.77,139157.1,143845.19,148750.4,153970.9,159486.36,165278.97,171425.38,177920.9,184839.61,192188.27,200013.11,208296.44,217205.27,226988.08,237803.44,249836.69,263213.56,278306.47,295518.2,316117.47,341720.5,372566.94
39,1687.4751,2528.0552,3378.477,4238.9644,5117.3423,6019.7393,6934.004,7855.8213,8759.269,9696.772,10648.966,11601.062,12554.726,13515.915,14500.116,15474.221,16476.848,17480.041,18510.07,19568.295,20643.99,21735.287,22841.098,23973.928,25121.365,26289.744,27482.11,28684.475,29902.723,31158.602,32433.26,33734.9,35057.195,36394.895,37751.754,39121.39,40503.477,41904.312,43295.547,44715.438,46164.414,47642.38,49125.9,50644.64,52163.72,53701.82,55263.97,56836.28,58439.395,60074.953,61742.312,63441.113,65176.676,66942.945,68757.27,70603.98,72525.99,74478.07,76480.13,78579.79,80729.664,82925.49,85183.96,87544.48,89997.516,92509.086,95111.28,97837.69,100657.33,103626.05,106721.19,109979.164,113342.914,116917.68,120635.71,124593.35,128782.72,133166.0,137810.72,142693.36,147862.23,153306.28,159080.73,165158.73,171659.11,178558.38,185976.36,193858.28,202425.67,211694.36,221941.61,233226.11,245846.19,259814.84,275488.16,293234.4,313702.8,337732.12,367810.6,407343.94
40,1610.1888,2392.5928,3193.9192,4020.4082,4850.87,5691.221,6537.5312,7404.0493,8278.468,9168.293,10072.375,10995.839,11950.412,12921.293,13881.868,14860.641,15854.885,16852.627,17869.39,18919.81,19980.148,21055.322,22153.64,23271.582,24413.828,25573.143,26744.646,27945.62,29157.02,30392.244,31636.295,32908.695,34198.49,35505.977,36855.1,38210.242,39580.574,40968.574,42406.35,43844.324,45314.09,46793.715,48306.094,49839.938,51393.18,52981.355,54594.805,56225.22,57886.383,59591.16,61309.508,63071.51,64872.867,66699.75,68586.2,70511.56,72485.66,74503.414,76568.266,78705.48,80897.74,83149.95,85463.56,87845.59,90319.27,92885.13,95544.15,98289.484,101126.36,104061.85,107098.16,110280.2,113600.79,117055.24,120653.24,124426.58,128401.98,132539.97,136918.94,141531.48,146328.61,151460.27,156808.56,162546.33,168594.55,175014.12,181924.45,189401.53,197608.12,206496.55,216261.22,226934.78,238637.58,251435.5,265689.7,281699.25,300172.2,322913.6,351663.16,387272.97
41,1548.0693,2408.0776,3290.4873,4188.906,5114.5566,6055.503,7007.917,7967.851,8938.754,9919.141,10914.148,11947.597,13003.968,14052.241,15130.163,16216.952,17340.0,18469.72,19629.93,20802.285,22007.658,23226.05,24461.287,25705.78,26975.19,28260.645,29586.836,30939.047,32300.047,33680.203,35090.9,36520.43,37978.023,39451.9,40972.113,42499.4,44035.227,45615.273,47205.04,48826.516,50475.344,52149.016,53841.03,55561.367,57307.613,59076.883,60896.35,62709.457,64573.438,66482.73,68418.21,70388.76,72403.08,74457.305,76535.875,78671.05,80851.45,83082.06,85356.41,87689.586,90101.76,92570.72,95116.62,97727.31,100447.2,103244.77,106128.28,109124.05,112228.92,115429.39,118760.23,122240.86,125858.695,129652.4,133639.23,137800.66,142145.53,146700.84,151489.08,156493.92,161742.33,167260.72,173018.25,178985.9,185268.33,191844.64,198783.47,206057.31,213923.33,222324.75,231495.95,241722.06,253068.39,265785.84,280211.5,296356.25,315001.0,336858.94,363711.44,398038.34
42,1699.9001,2519.5447,3361.75,4206.37,5052.474,5926.0283,6805.0596,7695.8906,8593.334,9509.205,10424.657,11354.371,12302.908,13235.314,14216.517,15180.804,16139.03,17134.768,18147.814,19161.455,20193.875,21238.732,22318.113,23409.838,24520.625,25629.258,26770.994,27935.973,29108.852,30293.555,31520.3,32748.92,34008.414,35240.555,36500.754,37780.355,39100.93,40416.316,41748.18,43109.78,44496.22,45883.457,47297.832,48732.027,50189.6,51681.543,53181.93,54713.086,56264.4,57864.81,59491.09,61158.65,62879.184,64622.164,66416.68,68233.055,70100.47,72032.23,74010.15,76039.625,78126.695,80267.02,82486.87,84769.49,87122.62,89555.4,92077.01,94691.12,97431.59,100283.445,103234.2,106307.37,109539.66,112922.78,116474.23,120200.07,124120.76,128278.41,132628.48,137234.12,142080.84,147176.36,152562.06,158311.12,164345.78,170852.19,177683.03,185044.95,192874.19,201296.45,210384.36,220387.22,231527.19,243951.3,257876.86,273779.06,291922.56,313497.72,340400.88,374488.7
43,1652.961,2491.4854,3357.255,4249.3853,5154.836,6069.3916,7003.191,7955.4653,8912.039,9887.633,10869.124,11869.803,12885.301,13921.342,14965.0625,16033.776,17117.848,18211.84,19323.225,20458.469,21602.688,22756.191,23930.137,25134.646,26356.186,27610.363,28862.404,30153.02,31474.445,32815.344,34172.65,35555.91,36970.83,38416.004,39868.67,41367.164,42870.938,44401.14,45975.832,47548.664,49144.35,50771.72,52417.01,54073.684,55724.566,57407.22,59103.49,60835.18,62590.336,64376.33,66204.18,68056.26,69935.38,71853.984,73811.57,75785.75,77812.555,79877.93,81986.734,84165.87,86387.52,88691.28,91072.86,93522.49,96063.46,98654.17,101384.9,104193.4,107155.12,110216.625,113429.46,116784.984,120285.08,123955.31,127779.94,131832.83,136084.89,140598.84,145369.75,150401.88,155743.62,161354.8,167316.62,173716.27,180554.16,187777.2,195495.72,203716.61,212496.28,221896.7,232158.0,243313.84,255544.88,269218.53,284359.6,301495.12,320894.72,343687.97,371467.4,407136.25
44,1627.5063,2464.457,3313.9087,4158.06,5024.7217,5875.159,6734.0747,7603.076,8490.673,9372.383,10293.82,11222.845,12173.573,13113.573,14078.339,15068.08,16067.537,17069.086,18075.156,19118.746,20173.54,21269.133,22361.709,23455.203,24583.861,25716.967,26877.434,28064.613,29271.25,30479.717,31726.871,32989.195,34289.94,35609.895,36948.855,38304.03,39691.23,41077.32,42524.004,43992.215,45466.668,46966.047,48495.113,50055.492,51651.133,53270.69,54938.684,56642.656,58378.664,60155.695,61962.926,63815.965,65704.414,67656.88,69654.2,71694.1,73776.38,75927.49,78115.195,80381.0,82689.98,85063.49,87515.45,90038.516,92652.91,95333.73,98089.94,100956.75,103927.7,107015.19,110219.05,113560.805,117023.03,120621.055,124393.33,128324.32,132440.39,136768.86,141326.16,146139.05,151167.81,156523.92,162158.5,168166.34,174566.94,181357.94,188627.72,196538.78,205113.25,214542.08,224861.61,236279.0,248990.83,263298.72,279432.22,297956.75,319653.84,345979.03,379977.7,426700.25
45,1635.4972,2431.2114,3232.4143,4055.152,4888.458,5736.028,6587.034,7443.5,8323.617,9190.451,10079.098,10990.307,11918.734,12863.011,13800.136,14773.607,15745.799,16740.023,17744.35,18766.568,19815.652,20879.9,21975.957,23081.822,24212.494,25356.002,26531.436,27697.916,28869.104,30053.035,31245.414,32464.959,33694.91,34951.14,36232.223,37528.395,38831.34,40156.49,41496.83,42862.168,44236.703,45635.22,47055.703,48503.875,49969.273,51468.992,52990.383,54539.203,56114.684,57735.402,59379.375,61051.918,62761.113,64517.89,66320.79,68180.58,70083.72,72027.29,74028.7,76106.29,78248.1,80424.375,82691.07,85050.945,87488.44,89986.15,92602.12,95317.62,98132.945,101071.79,104134.92,107314.516,110661.08,114153.586,117798.6,121593.016,125575.09,129717.414,134111.22,138734.55,143560.61,148599.27,154006.31,159690.11,165724.61,172218.58,179141.03,186692.08,194857.02,203837.97,213846.56,224953.19,237582.78,251855.16,268448.56,287768.12,311299.22,340993.12,381373.16,438604.16
46,1620.8346,2449.4556,3303.9817,4153.665,5025.0654,5924.319,6822.2207,7736.072,8668.886,9608.672,10547.942,11507.99,12467.701,13456.044,14448.579,15466.473,16485.863,17539.516,18610.82,19697.879,20804.254,21923.967,23068.506,24233.594,25407.46,26617.75,27845.543,29063.365,30292.568,31510.896,32755.904,34014.004,35289.92,36573.34,37872.734,39175.46,40493.57,41825.047,43170.906,44538.996,45942.5,47351.04,48803.465,50291.78,51799.336,53334.633,54917.63,56521.44,58156.29,59829.51,61544.15,63299.258,65089.29,66926.05,68808.22,70743.51,72736.86,74772.37,76861.59,79015.99,81236.87,83520.67,85864.77,88289.625,90798.56,93409.34,96085.79,98836.15,101708.51,104717.05,107822.75,111075.75,114471.055,118008.914,121725.47,125631.055,129782.875,134112.53,138663.02,143434.69,148507.0,153876.12,159570.4,165576.03,172022.14,178942.9,186318.19,194191.4,202690.4,212058.28,222461.69,233960.38,247057.03,261645.27,278259.7,297386.22,319677.7,346494.3,380775.88,427536.22
47,1675.8278,2478.1763,3301.4224,4134.3535,4978.5024,5836.3984,6699.8823,7564.995,8445.239,9339.443,10245.591,11166.522,12122.244,13102.26,14087.188,15090.343,16109.327,17154.596,18200.22,19264.312,20357.23,21467.16,22592.53,23739.658,24908.857,26085.406,27288.32,28530.502,29788.486,31041.172,32317.25,33638.914,34950.754,36305.586,37677.56,39076.586,40454.203,41864.254,43281.59,44725.484,46206.74,47689.688,49167.0,50689.266,52233.4,53818.9,55431.977,57055.266,58669.832,60320.08,62011.824,63737.848,65504.426,67302.5,69160.56,71058.99,72991.836,74999.625,77057.5,79170.125,81339.23,83573.67,85894.016,88277.94,90752.55,93337.11,95990.72,98742.99,101623.78,104626.17,107754.71,111042.54,114482.25,118040.734,121755.766,125669.55,129760.97,134083.62,138555.61,143307.03,148315.16,153610.44,159197.55,165126.72,171446.34,178258.2,185595.72,193487.19,202125.3,211627.58,222275.34,234293.39,247968.5,263623.0,281953.47,303210.62,328222.16,357544.88,393967.34,443315.0
48,1695.4451,2494.5483,3298.8262,4111.6406,4944.339,5781.562,6632.257,7501.6514,8381.494,9281.232,10184.273,11116.633,12025.948,12959.744,13906.851,14865.75,15843.667,16833.467,17852.943,18874.059,19912.766,20960.246,22025.139,23112.992,24229.75,25361.314,26522.154,27693.596,28884.781,30090.748,31334.924,32583.3,33860.86,35158.355,36477.367,37817.664,39166.125,40552.227,41953.88,43377.164,44854.402,46356.742,47875.883,49434.99,51021.062,52643.59,54283.574,55978.438,57690.453,59437.51,61230.74,63054.96,64923.19,66847.68,68817.164,70840.37,72895.56,74990.67,77161.43,79347.49,81604.766,83918.914,86287.72,88736.89,91266.33,93875.125,96590.83,99387.27,102307.52,105315.516,108470.38,111722.42,115147.43,118730.0,122453.52,126363.12,130445.516,134722.25,139228.38,143969.36,148968.06,154294.03,159886.4,165879.75,172303.02,179168.22,186556.39,194599.02,203344.88,213015.62,223727.27,235700.95,249339.77,264941.2,283186.9,304283.1,329009.1,358677.62,396182.44,448915.25
49,1686.4769,2490.2761,3305.3276,4142.1694,4981.6816,5837.5283,6703.772,7572.7,8445.461,9339.587,10233.374,11148.973,12082.476,13018.14,13973.824,14937.328,15913.181,16898.41,17919.557,18960.357,20005.354,21074.816,22171.168,23289.455,24421.51,25565.436,26726.852,27918.27,29120.324,30342.492,31590.729,32865.883,34169.98,35489.26,36834.188,38193.74,39582.695,40987.617,42420.133,43881.652,45352.902,46861.84,48397.785,49961.688,51546.26,53174.13,54825.64,56515.14,58246.22,60016.785,61824.035,63658.016,65518.695,67401.266,69329.3,71306.086,73316.86,75412.7,77544.64,79733.8,81968.586,84287.97,86684.71,89153.1,91703.92,94348.41,97079.05,99910.56,102835.3,105884.61,109042.09,112355.445,115803.02,119392.875,123113.67,127023.01,131095.88,135389.14,139887.38,144610.28,149597.6,154864.3,160419.16,166349.53,172701.48,179532.64,186871.89,194886.55,203644.5,213265.03,223907.11,235930.64,249462.23,264879.7,282636.66,303253.3,327634.62,357171.06,395995.1,451661.0
50,1628.1503,2438.411,3268.254,4093.0005,4937.4863,5801.252,6665.2456,7543.5825,8435.619,9326.2295,10239.581,11175.385,12099.709,13072.219,14028.637,15018.147,16021.3545,17026.965,18077.732,19137.459,20211.713,21311.793,22444.426,23591.691,24761.535,25946.799,27163.844,28420.494,29698.086,31012.062,32333.477,33676.99,35043.992,36442.094,37849.11,39274.98,40725.2,42177.37,43635.65,45115.51,46611.773,48131.07,49675.18,51195.266,52739.645,54302.918,55879.87,57481.79,59100.746,60779.797,62480.965,64209.043,65979.43,67791.97,69659.16,71571.09,73535.31,75535.375,77602.27,79735.5,81939.85,84194.34,86545.14,88954.59,91449.68,94027.63,96701.03,99483.03,102374.805,105395.33,108536.85,111814.17,115274.96,118878.805,122655.87,126583.49,130734.4,135075.56,139704.62,144521.05,149592.05,154951.75,160674.23,166728.3,173152.7,180005.7,187302.45,195265.64,203880.81,213231.6,223616.6,235248.86,248312.1,262932.88,279641.7,298607.22,320787.9,347330.25,380869.75,427285.62
51,1710.049,2513.813,3341.9785,4176.29,5027.2144,5887.7163,6755.7866,7621.9214,8516.677,9408.977,10304.043,11221.302,12159.906,13103.749,14042.917,15001.301,15958.429,16922.768,17912.703,18892.754,19918.717,20931.139,21959.11,22974.777,24005.87,25063.95,26135.498,27201.725,28271.297,29364.002,30466.938,31593.398,32772.33,33897.07,35038.01,36218.918,37431.133,38667.39,39920.586,41199.3,42507.42,43829.766,45172.227,46609.383,48062.375,49512.598,51038.574,52603.383,54233.438,55879.758,57540.277,59254.918,61019.105,62834.84,64710.258,66623.234,68570.33,70566.31,72593.984,74701.836,76847.59,79060.46,81333.83,83677.47,86108.664,88590.23,91178.01,93844.305,96594.67,99478.33,102463.46,105547.305,108768.74,112104.875,115563.45,119187.95,122963.92,126919.59,131061.66,135420.89,140077.03,144970.6,150114.89,155586.02,161368.28,167617.89,174392.69,181742.33,189623.9,198396.7,208172.48,219063.39,231377.6,245539.67,262085.23,281509.72,304912.2,333780.12,371248.53,423173.03
52,1549.6653,2401.1038,3286.3176,4203.0186,5108.029,6037.5864,6976.454,7933.8896,8895.587,9882.344,10880.556,11898.679,12941.855,14004.998,15073.231,16166.792,17265.477,18395.588,19544.682,20702.428,21886.275,23088.482,24314.61,25556.844,26818.15,28116.123,29416.574,30729.617,32075.393,33452.703,34831.61,36258.07,37695.902,39166.996,40663.168,42178.36,43716.684,45285.074,46881.63,48505.73,50154.965,51848.57,53590.332,55340.242,57135.957,58973.305,60854.617,62774.11,64731.23,66719.13,68744.22,70801.7,72906.695,75068.56,77247.164,79510.02,81798.64,84158.46,86574.46,89047.266,91551.91,94134.83,96794.625,99501.984,102316.87,105189.53,108148.48,111186.56,114343.71,117599.516,120985.68,124487.15,128130.234,131918.08,135866.23,139982.72,144272.19,148720.1,153411.86,158336.33,163492.62,168856.03,174547.56,180506.08,186760.39,193376.03,200307.53,207591.56,215292.3,223583.22,232630.08,242551.95,253605.6,265795.44,279566.94,294923.88,312494.62,333216.66,358924.38,391091.9
