timesteps,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
26,1577.9058,2512.7632,3453.9194,4407.8237,5379.228,6358.853,7344.9375,8346.484,9387.344,10421.824,11471.01,12530.029,13619.954,14726.434,15852.828,16998.494,18165.463,19346.3,20525.674,21747.295,22985.902,24240.832,25509.9,26798.348,28121.049,29471.69,30856.598,32225.912,33636.305,35076.414,36551.312,38058.008,39560.05,41109.418,42694.91,44308.82,45945.375,47611.438,49312.055,51038.867,52821.574,54620.17,56450.12,58314.402,60216.03,62161.812,64156.777,66188.72,68224.02,70330.06,72474.91,74677.95,76914.555,79192.49,81541.125,83916.77,86359.62,88841.336,91388.5,94000.664,96672.69,99408.89,102222.664,105099.73,108085.53,111128.35,114267.484,117500.484,120796.77,124208.87,127739.37,131388.53,135163.78,139066.5,143063.42,147278.45,151675.39,156227.1,161007.67,165969.1,171129.36,176556.1,182229.27,188176.02,194462.42,201033.3,207961.6,215172.62,222762.52,230759.19,239311.66,248353.19,257783.73,268191.8,280196.2,294422.6,310809.4,329688.5,352438.8,380622.88
27,1615.1582,2430.758,3266.9968,4095.6821,4954.063,5815.0835,6698.6963,7602.8325,8514.487,9447.751,10382.896,11333.114,12294.719,13274.424,14259.806,15259.364,16261.37,17274.635,18306.584,19362.512,20428.2,21509.34,22600.068,23719.375,24837.307,25957.107,27108.23,28276.486,29478.479,30692.51,31901.104,33147.57,34415.242,35705.2,37020.2,38350.27,39710.95,41064.918,42461.816,43883.887,45332.523,46790.637,48280.7,49806.75,51366.15,52934.91,54551.875,56203.242,57888.65,59600.062,61366.312,63153.195,64983.527,66865.555,68790.43,70764.99,72781.28,74855.35,76977.12,79171.85,81444.984,83786.84,86192.28,88679.57,91280.51,93938.03,96687.805,99551.016,102516.69,105615.016,108826.94,112149.586,115615.5,119223.32,122999.05,126944.62,131040.7,135330.45,139852.58,144585.6,149635.86,154968.31,160655.36,166674.97,173150.16,180100.53,187547.1,195682.42,204602.14,214300.19,225114.34,237315.42,251011.78,266547.75,284756.16,306025.12,330711.97,359471.38,395462.6,443977.7
28,1770.1376,2524.5054,3292.1162,4069.229,4858.2744,5657.4536,6481.583,7297.7354,8135.41,8969.232,9818.287,10675.335,11538.743,12420.206,13297.25,14198.457,15106.221,16032.914,16976.81,17921.47,18897.863,19880.438,20876.523,21881.855,22906.012,23939.775,24993.871,26066.992,27167.873,28271.375,29407.898,30559.7,31721.14,32905.594,34122.793,35355.195,36611.81,37895.215,39208.984,40533.246,41889.23,43275.133,44687.88,46123.43,47579.766,49075.57,50596.895,52153.504,53745.16,55375.19,57033.688,58719.637,60456.56,62231.336,64041.09,65894.41,67801.734,69754.305,71755.04,73809.88,75925.6,78095.27,80338.23,82634.76,85007.42,87472.95,90009.02,92626.03,95352.35,98193.73,101137.04,104210.14,107388.28,110768.17,114267.2,117947.46,121810.78,125857.06,130147.44,134670.77,139435.6,144426.1,149793.23,155496.28,161613.72,168233.73,175304.2,183026.9,191441.47,200643.5,210725.56,221883.62,234319.61,248274.0,264199.28,282634.6,303903.38,328712.53,358686.25,398257.16
29,1647.1196,2413.044,3198.0493,4002.394,4814.632,5618.2827,6445.171,7271.609,8133.643,9000.261,9887.525,10776.867,11683.195,12602.838,13529.922,14464.732,15407.999,16367.926,17345.547,18317.062,19290.73,20292.945,21325.88,22339.14,23356.572,24436.508,25525.957,26650.29,27803.871,28964.441,30155.732,31364.121,32600.645,33848.773,35112.098,36411.61,37729.883,39068.445,40439.105,41822.484,43241.367,44680.207,46134.105,47640.703,49157.36,50706.81,52287.63,53893.17,55546.56,57246.51,58986.535,60724.562,62510.23,64333.055,66216.59,68134.0,70087.086,72084.87,74098.125,76176.99,78321.914,80517.92,82775.45,85119.42,87540.19,90021.5,92609.3,95266.76,98049.13,100937.45,103942.56,107072.49,110327.19,113753.08,117298.805,121033.96,124935.94,129056.27,133364.17,137939.08,142760.89,147861.61,153261.72,159028.56,165234.0,171871.36,179131.45,186973.81,195607.89,205127.17,215587.7,227307.4,240583.9,255644.84,272979.66,293369.4,317031.2,344740.28,378701.47,422766.2
30,1582.475,2511.401,3446.2131,4404.0273,5365.557,6342.3003,7335.078,8336.989,9348.31,10368.552,11404.812,12455.73,13510.7705,14600.043,15663.43,16766.828,17869.428,18984.002,20109.56,21267.33,22437.576,23614.646,24815.018,26047.553,27285.117,28543.857,29831.938,31142.416,32472.104,33838.65,35225.51,36644.656,38096.523,39591.902,41136.39,42711.453,44315.21,45953.383,47647.938,49357.9,51115.23,52898.348,54713.797,56569.96,58497.12,60428.688,62383.21,64400.305,66434.74,68525.81,70655.91,72834.73,75048.99,77324.19,79628.945,82013.08,84415.85,86864.69,89385.75,91958.21,94556.734,97230.6,99984.79,102822.44,105752.57,108750.7,111849.67,115031.2,118304.13,121706.44,125201.766,128845.68,132608.53,136535.64,140587.2,144836.62,149275.92,153873.19,158648.77,163684.25,168981.1,174547.89,180255.55,186330.08,192686.97,199362.45,206449.58,213926.92,221871.75,230314.78,239315.33,248982.64,259336.3,270844.03,284003.3,299131.84,316631.78,336851.22,360915.7,390672.8
31,1580.8999,2477.3782,3395.7424,4337.9263,5285.844,6245.1636,7218.2114,8215.102,9225.465,10240.148,11262.907,12307.215,13337.129,14388.483,15469.561,16561.9,17668.611,18777.262,19915.896,21083.62,22278.443,23471.21,24702.83,25926.443,27193.604,28486.266,29797.338,31134.018,32512.418,33928.04,35357.875,36811.727,38295.574,39802.746,41344.266,42902.91,44504.93,46137.312,47802.773,49496.74,51226.67,52992.51,54781.926,56611.8,58486.125,60397.133,62344.598,64322.484,66351.65,68425.375,70526.06,72686.555,74878.93,77143.15,79426.445,81784.24,84161.28,86593.84,89095.734,91638.445,94251.18,96924.63,99690.336,102507.03,105393.4,108334.94,111409.54,114546.664,117803.89,121146.95,124611.92,128214.21,131959.19,135843.38,139873.42,144093.52,148500.6,153085.98,157915.5,162972.23,168252.84,173814.25,179618.88,185711.36,192144.9,198957.75,206085.03,213592.55,221574.98,230066.6,239119.52,248806.4,259310.12,271049.8,284399.44,299871.25,317618.94,338256.16,362869.38,392893.44
32,1645.112,2416.551,3182.2095,3953.8977,4752.494,5559.7954,6385.6416,7185.732,8019.7095,8859.386,9728.208,10617.159,11516.412,12436.032,13365.843,14303.871,15219.007,16177.807,17168.455,18177.266,19175.982,20178.031,21209.457,22240.383,23312.082,24417.832,25524.928,26640.53,27777.092,28946.008,30123.63,31314.55,32537.191,33773.973,35030.07,36311.203,37600.055,38897.125,40239.855,41601.766,42980.5,44404.27,45841.027,47294.117,48779.87,50310.414,51845.78,53409.676,55032.8,56672.7,58378.363,60102.81,61871.47,63693.984,65542.21,67465.49,69417.055,71428.09,73505.83,75623.125,77796.7,80051.73,82375.52,84766.87,87215.195,89775.76,92411.0,95135.09,97949.67,100882.75,103954.28,107117.89,110404.72,113883.195,117478.83,121248.07,125216.516,129379.266,133707.72,138342.89,143184.6,148306.95,153753.61,159574.23,165838.61,172557.69,179831.42,187713.69,196364.7,206002.03,216867.23,228957.84,242735.39,258616.25,276766.97,297923.1,322601.34,351789.38,388918.1,439356.03
33,1569.4658,2487.0208,3410.418,4348.1924,5305.139,6246.4272,7225.827,8204.69,9208.542,10218.32,11232.723,12266.075,13316.818,14360.503,15442.64,16527.219,17637.982,18764.223,19895.756,21047.902,22210.139,23416.607,24620.63,25830.395,27073.934,28331.443,29623.514,30937.82,32275.684,33598.617,34972.184,36382.562,37810.016,39247.98,40749.156,42277.688,43856.02,45433.4,47043.926,48667.426,50327.81,52019.125,53756.387,55547.664,57363.203,59224.61,61129.215,63080.81,65087.906,67150.55,69258.16,71414.484,73637.266,75908.88,78234.76,80579.91,83002.34,85486.305,88012.32,90616.15,93275.01,95976.22,98778.086,101641.016,104580.234,107594.86,110701.2,113910.305,117236.945,120645.484,124172.64,127790.67,131541.7,135410.92,139428.72,143644.72,148016.31,152585.39,157370.89,162383.9,167605.08,173126.11,178884.75,184926.89,191261.64,197944.8,205061.06,212461.81,220300.81,228611.9,237533.27,247056.5,257251.02,268619.97,281467.25,296229.4,313325.3,333359.56,357327.88,387197.72
34,1568.0538,2507.0093,3467.2468,4427.586,5386.518,6358.9814,7352.5166,8356.906,9368.894,10393.315,11439.636,12513.405,13579.445,14666.462,15785.817,16910.137,18044.98,19186.172,20339.492,21505.152,22682.588,23862.756,25065.465,26273.299,27507.547,28754.21,30013.936,31307.535,32623.389,33947.59,35322.63,36719.945,38135.887,39569.484,41013.395,42503.06,44006.668,45550.51,47101.914,48685.06,50296.895,51936.61,53594.637,55296.375,57019.41,58795.54,60578.312,62399.664,64292.02,66220.32,68165.7,70156.66,72213.016,74300.87,76450.16,78653.266,80916.625,83226.6,85608.484,88042.53,90555.72,93155.836,95807.984,98529.04,101375.52,104306.96,107367.914,110497.74,113737.0,117115.27,120600.74,124263.445,127995.4,131897.27,135903.94,140103.44,144511.7,149102.31,153928.75,159038.58,164378.39,169954.56,175809.98,181995.55,188460.56,195319.0,202626.17,210324.7,218447.55,227178.81,236474.27,246567.28,257489.77,269558.0,283286.62,299153.88,317317.22,338544.56,364446.06,397135.75
35,1672.4011,2450.7383,3239.557,4038.5688,4855.535,5674.589,6520.734,7371.724,8234.768,9096.475,9964.324,10858.484,11762.838,12672.059,13601.068,14535.048,15473.489,16436.148,17402.164,18372.51,19364.51,20345.768,21359.297,22382.34,23411.6,24454.729,25504.145,26592.652,27741.201,28891.555,30056.77,31244.0,32466.787,33715.496,34956.05,36220.48,37513.816,38836.95,40158.43,41512.324,42912.484,44327.266,45752.33,47239.07,48766.35,50301.96,51875.51,53477.785,55128.086,56811.938,58536.363,60303.168,62102.445,63953.625,65833.19,67763.37,69751.85,71795.75,73901.73,76067.28,78256.81,80482.766,82777.05,85175.29,87594.39,90092.35,92676.89,95369.52,98147.14,101071.57,104100.26,107238.75,110525.875,113949.9,117530.68,121271.41,125196.57,129266.984,133592.14,138161.52,142946.6,148021.28,153355.48,159107.5,165130.38,171753.1,178894.25,186592.23,195046.27,204402.5,214871.45,226618.88,239867.0,255178.38,273152.7,294516.2,318974.25,347578.75,382569.75,428320.16
36,1648.5538,2384.6572,3128.461,3889.4248,4649.5767,5430.941,6231.6743,7042.8003,7843.562,8663.738,9506.168,10345.107,11208.84,12075.129,12966.027,13862.775,14780.638,15704.364,16623.73,17570.79,18544.832,19533.027,20523.373,21543.77,22589.975,23650.564,24716.332,25800.094,26901.004,28013.744,29148.357,30287.621,31439.793,32611.861,33806.008,35031.098,36276.504,37528.492,38811.836,40108.508,41418.516,42772.105,44149.42,45561.84,46989.844,48456.36,49965.035,51517.047,53080.484,54718.383,56384.08,58117.957,59891.406,61687.727,63531.76,65421.54,67339.39,69312.33,71342.18,73454.55,75629.46,77869.33,80165.43,82506.31,84926.31,87412.73,89970.46,92625.414,95365.734,98273.52,101260.85,104360.03,107635.32,111047.62,114557.21,118233.76,122102.87,126159.32,130444.516,134991.55,139743.33,144780.55,150116.8,155734.16,161814.94,168319.92,175329.81,182952.88,191217.22,200225.28,210322.31,221707.56,234673.61,249821.83,267407.4,288387.47,313974.2,345670.75,386340.16,440913.06
37,1586.3167,2427.601,3277.0527,4140.9346,5008.5234,5893.2466,6792.397,7700.437,8609.145,9534.632,10480.173,11429.672,12414.247,13410.96,14404.759,15411.658,16434.58,17467.246,18522.467,19572.695,20654.898,21761.484,22857.227,23984.115,25110.61,26275.918,27461.242,28655.78,29886.176,31114.768,32368.549,33628.79,34915.465,36228.727,37555.473,38922.68,40287.336,41688.62,43107.387,44564.14,46042.793,47537.17,49068.906,50613.33,52198.64,53814.21,55465.535,57138.516,58850.33,60603.195,62381.5,64204.758,66065.734,67979.01,69924.2,71916.66,73976.625,76069.47,78245.414,80475.79,82764.12,85141.46,87573.36,90069.766,92688.94,95392.02,98166.305,101081.766,104078.21,107229.555,110467.92,113844.76,117330.94,120972.484,124774.87,128711.69,132845.0,137142.44,141688.9,146504.6,151570.02,156909.86,162549.31,168551.52,174986.02,181866.23,189323.83,197431.38,206154.42,215780.6,226331.3,237993.4,251011.5,265730.0,282519.12,302369.7,325576.44,352976.56,387108.25,432919.9
38,1680.0996,2440.74,3195.4321,3967.6873,4751.533,5552.424,6351.5044,7162.532,7988.9814,8828.858,9670.79,10527.2295,11396.644,12273.706,13172.559,14074.472,14980.17,15897.878,16838.857,17791.559,18778.459,19784.879,20799.143,21845.795,22915.377,24017.102,25141.475,26286.89,27451.727,28606.31,29809.283,31028.312,32278.621,33544.633,34834.09,36115.152,37438.402,38772.7,40133.047,41532.703,42945.17,44391.504,45869.004,47369.0,48879.715,50432.18,52020.29,53632.3,55290.73,56984.695,58716.086,60495.01,62302.277,64131.95,65997.39,67894.79,69861.2,71860.836,73922.695,76027.555,78151.44,80330.24,82548.95,84846.836,87216.05,89651.19,92174.375,94795.93,97502.62,100376.9,103351.71,106434.07,109640.73,113006.95,116514.87,120187.64,124062.28,128126.33,132360.8,136813.3,141548.83,146598.28,151871.34,157512.2,163557.38,170090.0,177156.62,184861.64,193318.58,202657.28,212898.77,224461.3,237263.5,252002.94,269173.44,289862.53,313803.12,342078.38,377134.84,422714.44
39,1582.5347,2497.8,3430.7815,4381.6216,5377.017,6343.741,7351.761,8381.148,9402.489,10456.37,11496.619,12551.54,13617.226,14731.031,15855.171,16997.814,18150.3,19327.664,20538.348,21746.928,22989.744,24230.48,25494.912,26781.295,28117.49,29462.5,30825.547,32210.926,33623.863,35075.098,36539.793,38020.805,39529.74,41062.88,42645.254,44248.03,45863.918,47517.055,49208.758,50925.453,52680.875,54458.465,56261.68,58100.203,59969.895,61895.18,63853.133,65836.03,67862.01,69930.6,72048.06,74206.34,76412.336,78663.21,80966.92,83319.77,85729.89,88173.92,90680.37,93258.27,95885.27,98567.984,101352.38,104206.484,107135.57,110166.04,113295.48,116530.34,119895.51,123371.8,126964.234,130687.72,134556.9,138591.33,142773.7,147130.25,151663.19,156402.08,161381.34,166566.42,172018.19,177707.52,183725.94,190061.69,196703.92,203693.88,211099.98,218793.28,226991.44,235733.45,244996.64,254911.83,265571.16,277351.7,290665.78,305986.7,323992.3,344907.28,369749.34,400704.47
40,1701.7737,2426.481,3156.2627,3895.1948,4658.2334,5418.0527,6189.5537,6975.0723,7781.136,8591.91,9424.253,10266.923,11126.731,11998.135,12884.801,13757.124,14642.145,15560.523,16487.332,17421.979,18355.555,19318.834,20287.941,21284.074,22295.748,23320.922,24365.373,25401.953,26466.73,27561.09,28650.242,29787.895,30925.174,32081.924,33260.867,34464.617,35637.812,36899.71,38140.773,39450.652,40734.965,42063.87,43405.926,44779.793,46172.844,47645.406,49152.125,50702.727,52290.17,53907.047,55562.76,57256.32,58980.75,60742.9,62545.684,64393.312,66321.32,68287.76,70312.664,72362.86,74460.41,76615.5,78830.28,81115.28,83460.77,85885.78,88411.94,91011.73,93714.586,96507.15,99406.79,102418.57,105547.16,108808.74,112232.11,115804.914,119518.56,123388.85,127430.01,131707.58,136191.83,140962.95,145989.38,151309.55,156996.34,163056.61,169583.17,176583.42,184326.11,192776.0,202336.5,212999.62,225220.72,239704.95,256896.53,277631.3,302879.34,333435.06,371263.7,423141.44
41,1577.3313,2481.805,3435.3096,4411.566,5388.77,6397.979,7420.99,8456.839,9493.9,10551.249,11609.35,12675.819,13747.898,14854.837,15970.802,17092.605,18232.064,19385.264,20566.977,21768.71,22986.1,24216.645,25462.883,26735.916,28043.24,29341.201,30681.072,32044.26,33438.027,34865.83,36318.65,37772.484,39282.152,40796.047,42355.523,43951.62,45564.22,47209.17,48889.46,50582.637,52321.58,54086.867,55889.684,57742.89,59632.28,61547.13,63499.527,65467.836,67504.68,69573.055,71676.44,73836.07,76025.32,78243.55,80521.85,82862.29,85267.08,87737.51,90260.43,92843.55,95514.734,98235.82,101017.44,103886.2,106828.79,109855.17,112973.836,116174.984,119463.91,122850.414,126331.39,129933.41,133656.45,137513.78,141519.67,145678.77,150010.4,154555.78,159237.7,164160.3,169292.31,174664.66,180299.7,186195.78,192319.6,198816.23,205611.9,212757.84,220320.17,228299.11,236839.83,246051.48,255985.1,266836.34,279326.88,293785.06,310478.94,329773.03,352628.3,380758.62
42,1674.5634,2595.7402,3534.4639,4484.139,5435.777,6367.4165,7323.47,8299.6045,9294.957,10291.454,11298.739,12325.919,13363.117,14405.652,15486.89,16566.79,17661.877,18766.055,19889.898,21021.365,22163.668,23319.404,24501.564,25693.8,26901.045,28125.463,29382.922,30639.574,31925.002,33233.336,34558.418,35905.016,37272.676,38660.508,40072.543,41505.426,42968.285,44452.246,45968.69,47518.23,49084.32,50672.9,52308.8,53974.87,55661.793,57378.71,59125.035,60895.92,62687.523,64514.68,66367.33,68253.16,70175.47,72127.17,74092.15,76084.484,78116.75,80187.36,82312.89,84503.42,86720.87,89021.03,91390.26,93822.99,96339.555,98913.64,101611.42,104381.89,107283.58,110297.33,113416.65,116699.77,120104.37,123650.03,127365.06,131279.25,135358.27,139644.88,144130.27,148874.89,153855.94,159142.31,164793.06,170756.95,177109.05,183821.56,190886.23,198422.05,206330.95,214802.72,223830.89,233482.06,243987.34,255702.3,269161.84,284861.6,303248.53,324845.3,351024.88,384076.1
43,1577.79,2550.37,3549.5493,4561.225,5575.7544,6610.327,7661.715,8738.015,9806.117,10884.972,11992.657,13128.313,14281.144,15444.0205,16619.824,17801.188,19002.521,20214.365,21441.291,22690.07,23940.82,25220.299,26543.549,27864.43,29217.281,30591.912,32001.008,33421.38,34859.133,36326.79,37815.39,39353.34,40903.508,42484.934,44089.65,45731.45,47386.44,49096.04,50839.117,52587.605,54375.53,56184.914,58031.273,59912.113,61808.984,63751.508,65743.27,67730.54,69785.92,71870.28,73982.07,76130.11,78319.55,80536.73,82799.5,85113.78,87475.23,89850.89,92295.32,94768.625,97326.914,99945.945,102605.31,105302.6,108077.96,110915.086,113833.54,116819.45,119927.336,123110.21,126440.625,129884.35,133378.44,137033.61,140788.84,144719.55,148760.86,152942.06,157328.44,161873.28,166547.19,171484.45,176629.38,181988.3,187604.22,193441.58,199522.1,205926.55,212602.94,219539.62,226729.62,234111.92,241955.89,250663.0,260996.38,273436.53,287958.56,304669.88,323895.3,347364.44
44,1670.3429,2428.796,3200.6345,3977.8208,4769.089,5574.5024,6352.049,7181.363,8005.4976,8836.6045,9676.371,10537.17,11415.432,12295.597,13210.558,14123.153,15055.373,15992.308,16952.848,17935.89,18934.898,19940.299,20954.031,21994.125,23067.846,24143.625,25234.047,26301.938,27403.934,28494.785,29650.143,30817.434,32010.064,33211.383,34439.28,35715.273,37021.355,38360.58,39695.203,41078.656,42485.39,43925.38,45417.53,46930.87,48455.652,50023.31,51629.26,53270.773,54944.016,56663.797,58410.902,60188.61,62029.93,63894.906,65795.28,67764.2,69750.39,71789.7,73880.92,76033.77,78259.27,80512.45,82800.87,85143.38,87586.44,90095.836,92714.8,95415.18,98189.11,101104.37,104107.805,107266.516,110598.2,114029.16,117630.266,121410.33,125366.16,129520.72,133870.08,138453.6,143272.34,148405.44,153844.3,159628.03,165893.64,172621.25,179780.66,187617.9,196179.94,205652.72,216177.75,227958.28,241402.5,256779.5,274725.53,295907.47,320382.7,349220.62,384935.78,431730.6
45,1604.6782,2564.3135,3521.924,4477.753,5431.526,6409.1533,7399.541,8399.459,9414.205,10436.718,11490.807,12528.206,13603.557,14694.04,15785.872,16890.018,18020.396,19165.49,20329.627,21546.564,22778.703,24033.14,25325.344,26642.865,27951.299,29316.615,30697.096,32084.992,33505.15,34932.754,36386.41,37892.168,39406.844,40943.76,42526.586,44100.965,45743.48,47383.84,49055.945,50759.945,52513.2,54258.59,56031.957,57873.504,59747.98,61652.316,63586.598,65565.75,67563.586,69619.35,71695.12,73822.41,75988.44,78198.04,80472.195,82770.74,85140.445,87552.26,90032.78,92542.11,95155.02,97793.36,100516.93,103319.82,106185.85,109141.05,112201.555,115323.66,118556.35,121897.28,125284.98,128819.414,132443.73,136216.05,140141.72,144163.31,148372.23,152728.78,157259.72,161982.42,166888.9,172042.83,177430.17,183050.62,188907.86,195035.45,201449.36,208165.5,215276.38,222829.44,230804.78,239324.52,248672.7,258988.2,270672.56,283958.8,299111.16,316441.72,336635.12,361540.47
46,1638.7262,2356.6494,3111.912,3862.1655,4637.924,5418.5757,6220.579,7039.852,7870.9277,8727.76,9594.951,10446.966,11307.8955,12188.161,13084.627,14014.483,14982.217,15944.517,16922.969,17875.447,18819.668,19831.572,20831.926,21827.057,22861.059,23866.441,24868.707,25899.26,26923.73,27969.41,29037.703,30213.488,31308.885,32428.764,33598.52,34771.344,35947.375,37095.26,38286.457,39489.547,40741.316,41997.78,43295.22,44653.836,46028.254,47463.992,48920.445,50463.31,52010.234,53610.176,55266.18,56955.977,58709.004,60511.695,62341.875,64234.94,66184.016,68167.01,70241.52,72366.586,74530.69,76732.76,79036.01,81380.8,83827.2,86356.82,88958.875,91650.7,94387.87,97259.49,100209.38,103241.17,106404.93,109699.41,113147.0,116723.16,120492.875,124440.11,128597.555,132970.28,137598.88,142471.52,147648.62,153160.95,159050.31,165421.42,172186.31,179553.06,187610.42,196480.31,206292.1,217610.33,230405.1,245312.0,262688.2,283562.62,308786.22,339434.62,378557.7,432584.62
47,1589.9829,2424.7175,3297.4622,4178.3906,5059.471,5936.6055,6844.0015,7744.6904,8647.096,9557.497,10500.453,11461.675,12439.789,13419.26,14416.901,15427.942,16461.414,17517.748,18592.24,19669.51,20762.424,21879.217,23007.086,24158.031,25312.326,26492.92,27699.201,28929.297,30168.834,31426.04,32706.736,34012.438,35335.215,36681.94,38054.36,39439.33,40851.645,42284.734,43735.02,45208.98,46711.85,48262.297,49832.65,51421.727,53036.99,54694.074,56386.293,58123.27,59885.254,61674.285,63506.39,65395.93,67304.52,69281.586,71296.2,73360.96,75478.95,77615.78,79840.65,82120.266,84466.56,86924.125,89428.734,92020.95,94681.24,97439.97,100312.266,103264.42,106310.64,109494.25,112796.26,116238.086,119806.195,123549.36,127454.56,131535.53,135825.97,140281.06,144992.64,149943.95,155221.6,160800.86,166743.25,173119.1,179957.5,187331.62,195238.58,203736.75,213037.88,223281.56,234420.6,246591.97,260179.94,275279.7,292677.22,312683.56,336346.03,364638.97,400750.3,450088.38
48,1589.8276,2488.9792,3398.9907,4317.688,5251.202,6193.9507,7142.52,8107.3735,9080.405,10070.905,11072.619,12089.462,13116.902,14152.517,15209.284,16284.63,17361.389,18487.543,19605.648,20720.646,21873.385,23049.451,24240.031,25455.496,26680.926,27917.03,29205.902,30511.008,31832.928,33166.676,34524.438,35866.707,37272.81,38707.574,40177.945,41645.85,43143.91,44685.4,46248.688,47861.56,49519.836,51205.164,52942.555,54707.734,56511.1,58392.426,60302.074,62247.5,64221.082,66255.7,68317.945,70431.61,72605.766,74822.74,77077.49,79392.97,81760.09,84183.766,86660.71,89192.4,91793.71,94471.5,97217.086,100052.055,102962.62,105942.69,109026.07,112204.19,115486.336,118877.586,122394.625,126011.02,129744.56,133652.39,137701.4,141872.53,146267.38,150856.81,155637.89,160644.75,165877.83,171351.4,177132.23,183194.34,189543.98,196254.25,203306.81,210680.67,218532.95,226922.12,235905.39,245503.12,255772.36,266910.12,279742.62,294499.28,311446.44,331052.56,354255.22,383023.4
49,1600.9534,2489.6553,3379.0432,4282.885,5201.801,6144.4297,7080.431,8035.004,8997.528,9996.865,10998.383,12027.014,13047.499,14095.4795,15156.165,16232.897,17312.217,18418.166,19545.314,20686.844,21840.72,23025.824,24221.168,25432.25,26693.723,27951.701,29229.111,30523.701,31856.102,33223.74,34602.07,36005.043,37433.293,38890.492,40384.38,41888.4,43428.71,44993.61,46592.66,48212.438,49876.17,51561.53,53280.76,55024.47,56795.6,58595.793,60429.527,62313.773,64221.14,66187.266,68192.58,70239.69,72342.836,74481.97,76698.97,78936.64,81234.52,83594.734,86003.24,88463.664,91003.375,93605.16,96297.95,99081.81,101928.9,104870.76,107894.76,110995.12,114215.29,117551.66,121017.96,124606.63,128357.555,132225.55,136243.78,140453.33,144866.9,149481.48,154318.7,159361.61,164757.7,170423.47,176485.64,182827.5,189588.7,196759.3,204410.5,212631.7,221412.14,230840.25,241007.64,251998.89,264103.34,277449.34,292832.84,310469.75,331111.97,355401.88,385257.44,424417.88
50,1671.8746,2410.8245,3170.6787,3926.3171,4713.263,5499.8086,6311.153,7131.9736,7982.4297,8814.338,9673.649,10546.08,11439.609,12324.031,13220.037,14133.989,15042.217,15960.209,16898.186,17864.5,18821.406,19807.615,20793.295,21799.703,22832.877,23873.742,24947.48,26036.652,27146.443,28285.475,29434.652,30603.535,31805.041,33033.99,34272.832,35525.777,36819.473,38142.734,39473.316,40828.33,42211.86,43623.875,45052.95,46540.258,48051.504,49594.703,51154.867,52752.43,54372.03,56043.895,57732.94,59466.58,61222.996,63034.938,64891.027,66806.46,68763.14,70785.78,72843.66,74953.87,77101.01,79318.484,81591.28,83910.734,86304.34,88792.63,91377.45,94023.234,96767.21,99625.4,102606.83,105722.016,108945.83,112304.6,115819.91,119507.234,123337.8,127397.414,131619.98,136083.6,140767.27,145698.78,150919.56,156467.23,162404.69,168793.0,175778.56,183233.47,191516.62,200526.55,210630.58,222026.33,234906.78,249884.81,267452.06,288342.25,312738.44,341674.84,376882.06,422972.0
51,1596.6807,2423.1519,3284.276,4156.261,5053.1562,5941.5635,6843.07,7776.773,8704.699,9659.064,10630.952,11608.301,12608.951,13606.659,14613.445,15634.134,16647.287,17701.312,18762.84,19859.951,20965.514,22094.377,23227.63,24386.703,25571.787,26750.809,27968.645,29225.648,30476.824,31770.535,33074.34,34414.246,35762.08,37150.395,38544.97,39967.625,41424.105,42899.805,44400.61,45934.086,47483.35,49067.85,50667.543,52304.66,53957.793,55654.766,57361.9,59114.348,60899.33,62711.984,64564.434,66444.11,68359.62,70328.125,72337.61,74393.45,76481.35,78643.45,80839.16,83105.016,85435.08,87837.07,90302.71,92834.484,95470.72,98212.0,101028.15,104003.52,107048.73,110224.586,113503.22,116907.09,120415.22,124113.5,127951.03,131949.12,136158.45,140543.25,145164.33,150037.8,155160.8,160592.97,166322.8,172467.89,178951.48,185856.92,193323.4,201277.34,209862.06,219056.19,229030.86,239813.7,251786.23,265077.0,280311.75,298044.47,318893.56,343915.38,375063.0,417301.3
52,1661.3108,2417.8118,3183.2122,3955.99,4739.101,5534.989,6348.337,7163.994,8004.434,8857.043,9699.675,10556.008,11432.048,12305.769,13207.279,14128.262,15064.8545,16006.323,16946.473,17931.734,18908.342,19895.076,20907.54,21931.328,22973.766,24021.434,25052.219,26116.59,27215.066,28337.514,29481.533,30626.852,31817.229,33021.6,34234.83,35440.2,36696.89,37939.746,39233.117,40554.582,41909.758,43283.2,44657.03,46092.18,47546.863,49057.887,50575.953,52145.562,53756.04,55398.008,57085.85,58789.07,60540.71,62347.156,64169.855,66082.97,68017.93,70005.28,72086.4,74207.02,76375.6,78591.78,80868.086,83206.21,85602.28,88095.34,90678.055,93320.0,96083.625,98968.27,101965.01,105084.67,108333.78,111719.45,115254.27,118893.49,122745.875,126781.09,130983.984,135433.44,140098.92,145045.55,150267.45,155867.06,161865.47,168198.75,175148.78,182671.02,190834.64,199920.17,209987.64,221354.28,234317.72,249443.16,267182.9,288285.0,313189.28,342981.5,379945.38,428909.03
